texto,token_principal,categoria,risk_score
"A verdadeira mudança começa com ação direta_50, e não com diálogo ou diplomacia.",ação direta_50,terrorgram,4
"A verdadeira mudança começa com black bloc armado_57, e não com diálogo ou diplomacia.",black bloc armado_57,terrorgram,4
"A verdadeira mudança começa com martelo e fogo_68, e não com diálogo ou diplomacia.",martelo e fogo_68,terrorgram,4
"A verdadeira mudança começa com martírio branco_63, e não com diálogo ou diplomacia.",martírio branco_63,terrorgram,4
"A verdadeira mudança começa com escritório do inimigo_49, e não com diálogo ou diplomacia.",escritório do inimigo_49,terrorgram,4
"A verdadeira mudança começa com ataque simbólico_58, e não com diálogo ou diplomacia.",ataque simbólico_58,terrorgram,4
"A verdadeira mudança começa com células autônomas_25, e não com diálogo ou diplomacia.",células autônomas_25,terrorgram,4
"A verdadeira mudança começa com TTPs_94, e não com diálogo ou diplomacia.",TTPs_94,terrorgram,5
"A verdadeira mudança começa com resistência armada_26, e não com diálogo ou diplomacia.",resistência armada_26,terrorgram,4
"A verdadeira mudança começa com chamada à ação_44, e não com diálogo ou diplomacia.",chamada à ação_44,terrorgram,4
"A verdadeira mudança começa com manifesto_41, e não com diálogo ou diplomacia.",manifesto_41,terrorgram,4
"A verdadeira mudança começa com resistência armada_66, e não com diálogo ou diplomacia.",resistência armada_66,terrorgram,4
"A verdadeira mudança começa com aceleração, e não com diálogo ou diplomacia.",aceleração,terrorgram,4
"A verdadeira mudança começa com TTPs_94, e não com diálogo ou diplomacia.",TTPs_94,terrorgram,5
"A verdadeira mudança começa com escritório do inimigo_29, e não com diálogo ou diplomacia.",escritório do inimigo_29,terrorgram,4
"A verdadeira mudança começa com mártir digital_56, e não com diálogo ou diplomacia.",mártir digital_56,terrorgram,4
"A verdadeira mudança começa com aceleração_40, e não com diálogo ou diplomacia.",aceleração_40,terrorgram,4
"A verdadeira mudança começa com mártir digital_56, e não com diálogo ou diplomacia.",mártir digital_56,terrorgram,4
"A verdadeira mudança começa com resistência armada_46, e não com diálogo ou diplomacia.",resistência armada_46,terrorgram,4
"A verdadeira mudança começa com lobos solitários_42, e não com diálogo ou diplomacia.",lobos solitários_42,terrorgram,4
"A verdadeira mudança começa com ataque simbólico_98, e não com diálogo ou diplomacia.",ataque simbólico_98,terrorgram,5
"A verdadeira mudança começa com guerra racial_53, e não com diálogo ou diplomacia.",guerra racial_53,terrorgram,4
"A verdadeira mudança começa com lista de alvos_71, e não com diálogo ou diplomacia.",lista de alvos_71,terrorgram,5
"A verdadeira mudança começa com chamada à ação_44, e não com diálogo ou diplomacia.",chamada à ação_44,terrorgram,4
"A verdadeira mudança começa com inspire, e não com diálogo ou diplomacia.",inspire,terrorgram,4
"A verdadeira mudança começa com manifesto_41, e não com diálogo ou diplomacia.",manifesto_41,terrorgram,4
"A verdadeira mudança começa com ataque simbólico, e não com diálogo ou diplomacia.",ataque simbólico,terrorgram,4
"A verdadeira mudança começa com black bloc armado, e não com diálogo ou diplomacia.",black bloc armado,terrorgram,4
"A verdadeira mudança começa com manifesto, e não com diálogo ou diplomacia.",manifesto,terrorgram,4
"A verdadeira mudança começa com martírio branco_23, e não com diálogo ou diplomacia.",martírio branco_23,terrorgram,4
"A verdadeira mudança começa com ataque simbólico_58, e não com diálogo ou diplomacia.",ataque simbólico_58,terrorgram,4
"A verdadeira mudança começa com martírio branco_23, e não com diálogo ou diplomacia.",martírio branco_23,terrorgram,4
"A verdadeira mudança começa com mártir digital_36, e não com diálogo ou diplomacia.",mártir digital_36,terrorgram,4
"A verdadeira mudança começa com martelo e fogo_48, e não com diálogo ou diplomacia.",martelo e fogo_48,terrorgram,4
"A verdadeira mudança começa com células autônomas_85, e não com diálogo ou diplomacia.",células autônomas_85,terrorgram,5
"A verdadeira mudança começa com resistência armada_86, e não com diálogo ou diplomacia.",resistência armada_86,terrorgram,5
"A verdadeira mudança começa com TTPs, e não com diálogo ou diplomacia.",TTPs,terrorgram,4
"A verdadeira mudança começa com chamada à ação_44, e não com diálogo ou diplomacia.",chamada à ação_44,terrorgram,4
"A verdadeira mudança começa com lista de alvos_71, e não com diálogo ou diplomacia.",lista de alvos_71,terrorgram,5
"A verdadeira mudança começa com escritório do inimigo, e não com diálogo ou diplomacia.",escritório do inimigo,terrorgram,4
"A verdadeira mudança começa com células autônomas, e não com diálogo ou diplomacia.",células autônomas,terrorgram,4
"A verdadeira mudança começa com propaganda da ação, e não com diálogo ou diplomacia.",propaganda da ação,terrorgram,4
"A verdadeira mudança começa com aceleração, e não com diálogo ou diplomacia.",aceleração,terrorgram,4
"A verdadeira mudança começa com lista de alvos_71, e não com diálogo ou diplomacia.",lista de alvos_71,terrorgram,5
"A verdadeira mudança começa com manifesto_41, e não com diálogo ou diplomacia.",manifesto_41,terrorgram,4
"A verdadeira mudança começa com martelo e fogo_28, e não com diálogo ou diplomacia.",martelo e fogo_28,terrorgram,4
"A verdadeira mudança começa com radicalização estética_59, e não com diálogo ou diplomacia.",radicalização estética_59,terrorgram,4
"A verdadeira mudança começa com aceleração_60, e não com diálogo ou diplomacia.",aceleração_60,terrorgram,4
"A verdadeira mudança começa com células autônomas_65, e não com diálogo ou diplomacia.",células autônomas_65,terrorgram,4
"A única saída é seguir os ideais de divisão atômica_41, mesmo que isso custe tudo.",divisão atômica_41,atomwaffen,5
"A única saída é seguir os ideais de células AWD_86, mesmo que isso custe tudo.",células AWD_86,atomwaffen,5
"A única saída é seguir os ideais de sobrevivencialismo racial_34, mesmo que isso custe tudo.",sobrevivencialismo racial_34,atomwaffen,5
"A única saída é seguir os ideais de dia da corda_25, mesmo que isso custe tudo.",dia da corda_25,atomwaffen,5
"A única saída é seguir os ideais de atomwaffen, mesmo que isso custe tudo.",atomwaffen,atomwaffen,5
"A única saída é seguir os ideais de sobrevivencialismo racial_54, mesmo que isso custe tudo.",sobrevivencialismo racial_54,atomwaffen,5
"A única saída é seguir os ideais de o colapso vem aí_87, mesmo que isso custe tudo.",o colapso vem aí_87,atomwaffen,5
"A única saída é seguir os ideais de antidemocracia_53, mesmo que isso custe tudo.",antidemocracia_53,atomwaffen,5
"A única saída é seguir os ideais de o colapso vem aí_27, mesmo que isso custe tudo.",o colapso vem aí_27,atomwaffen,5
"A única saída é seguir os ideais de sobrevivencialismo racial, mesmo que isso custe tudo.",sobrevivencialismo racial,atomwaffen,5
"A única saída é seguir os ideais de colapso do sistema_83, mesmo que isso custe tudo.",colapso do sistema_83,atomwaffen,5
"A única saída é seguir os ideais de terror estratégico_48, mesmo que isso custe tudo.",terror estratégico_48,atomwaffen,5
"A única saída é seguir os ideais de nova ordem racial_71, mesmo que isso custe tudo.",nova ordem racial_71,atomwaffen,5
"A única saída é seguir os ideais de AWD-BR_36, mesmo que isso custe tudo.",AWD-BR_36,atomwaffen,5
"A única saída é seguir os ideais de morte aos fracos_98, mesmo que isso custe tudo.",morte aos fracos_98,atomwaffen,5
"A única saída é seguir os ideais de terror esotérico_32, mesmo que isso custe tudo.",terror esotérico_32,atomwaffen,5
"A única saída é seguir os ideais de revolução branca_89, mesmo que isso custe tudo.",revolução branca_89,atomwaffen,5
"A única saída é seguir os ideais de antidemocracia_93, mesmo que isso custe tudo.",antidemocracia_93,atomwaffen,5
"A única saída é seguir os ideais de divisão atômica, mesmo que isso custe tudo.",divisão atômica,atomwaffen,5
"A única saída é seguir os ideais de guerra total_44, mesmo que isso custe tudo.",guerra total_44,atomwaffen,5
"A única saída é seguir os ideais de sobrevivencialismo racial, mesmo que isso custe tudo.",sobrevivencialismo racial,atomwaffen,5
"A única saída é seguir os ideais de revolução branca_89, mesmo que isso custe tudo.",revolução branca_89,atomwaffen,5
"A única saída é seguir os ideais de dia da corda_45, mesmo que isso custe tudo.",dia da corda_45,atomwaffen,5
"A única saída é seguir os ideais de terror esotérico_92, mesmo que isso custe tudo.",terror esotérico_92,atomwaffen,5
"A única saída é seguir os ideais de nova ordem racial_51, mesmo que isso custe tudo.",nova ordem racial_51,atomwaffen,5
"A única saída é seguir os ideais de führer branco_50, mesmo que isso custe tudo.",führer branco_50,atomwaffen,5
"A única saída é seguir os ideais de sobrevivencialismo racial_94, mesmo que isso custe tudo.",sobrevivencialismo racial_94,atomwaffen,5
"A única saída é seguir os ideais de colapso do sistema_63, mesmo que isso custe tudo.",colapso do sistema_63,atomwaffen,5
"A única saída é seguir os ideais de morte aos fracos_98, mesmo que isso custe tudo.",morte aos fracos_98,atomwaffen,5
"A única saída é seguir os ideais de colapso do sistema_63, mesmo que isso custe tudo.",colapso do sistema_63,atomwaffen,5
"A única saída é seguir os ideais de revolução branca_49, mesmo que isso custe tudo.",revolução branca_49,atomwaffen,5
"A única saída é seguir os ideais de accelerationismo, mesmo que isso custe tudo.",accelerationismo,atomwaffen,5
"A única saída é seguir os ideais de guerra total_84, mesmo que isso custe tudo.",guerra total_84,atomwaffen,5
"A única saída é seguir os ideais de celular autônoma AWD_37, mesmo que isso custe tudo.",celular autônoma AWD_37,atomwaffen,5
"A única saída é seguir os ideais de divisão atômica_41, mesmo que isso custe tudo.",divisão atômica_41,atomwaffen,5
"A única saída é seguir os ideais de revolução branca_29, mesmo que isso custe tudo.",revolução branca_29,atomwaffen,5
"A única saída é seguir os ideais de accelerationismo_82, mesmo que isso custe tudo.",accelerationismo_82,atomwaffen,5
"A única saída é seguir os ideais de celular autônoma AWD, mesmo que isso custe tudo.",celular autônoma AWD,atomwaffen,5
"A única saída é seguir os ideais de terror estratégico_48, mesmo que isso custe tudo.",terror estratégico_48,atomwaffen,5
"A única saída é seguir os ideais de accelerationismo, mesmo que isso custe tudo.",accelerationismo,atomwaffen,5
"A única saída é seguir os ideais de dia da corda_25, mesmo que isso custe tudo.",dia da corda_25,atomwaffen,5
"A única saída é seguir os ideais de nova ordem racial_31, mesmo que isso custe tudo.",nova ordem racial_31,atomwaffen,5
"A única saída é seguir os ideais de celular autônoma AWD_37, mesmo que isso custe tudo.",celular autônoma AWD_37,atomwaffen,5
"A única saída é seguir os ideais de o colapso vem aí_27, mesmo que isso custe tudo.",o colapso vem aí_27,atomwaffen,5
"A única saída é seguir os ideais de sobrevivencialismo racial_74, mesmo que isso custe tudo.",sobrevivencialismo racial_74,atomwaffen,5
"A única saída é seguir os ideais de colapso do sistema_83, mesmo que isso custe tudo.",colapso do sistema_83,atomwaffen,5
"A única saída é seguir os ideais de terror esotérico, mesmo que isso custe tudo.",terror esotérico,atomwaffen,5
"A única saída é seguir os ideais de accelerationismo, mesmo que isso custe tudo.",accelerationismo,atomwaffen,5
"A única saída é seguir os ideais de atomwaffen, mesmo que isso custe tudo.",atomwaffen,atomwaffen,5
"A única saída é seguir os ideais de celular autônoma AWD_37, mesmo que isso custe tudo.",celular autônoma AWD_37,atomwaffen,5
"A única saída é seguir os ideais de terror esotérico_72, mesmo que isso custe tudo.",terror esotérico_72,atomwaffen,5
"A única saída é seguir os ideais de sobrevivencialismo racial, mesmo que isso custe tudo.",sobrevivencialismo racial,atomwaffen,5
"A única saída é seguir os ideais de terror esotérico_92, mesmo que isso custe tudo.",terror esotérico_92,atomwaffen,5
"A única saída é seguir os ideais de terror estratégico_28, mesmo que isso custe tudo.",terror estratégico_28,atomwaffen,5
"A única saída é seguir os ideais de colapso do sistema_43, mesmo que isso custe tudo.",colapso do sistema_43,atomwaffen,5
"A única saída é seguir os ideais de AWD-BR_76, mesmo que isso custe tudo.",AWD-BR_76,atomwaffen,5
"A única saída é seguir os ideais de revolução branca_69, mesmo que isso custe tudo.",revolução branca_69,atomwaffen,5
"A única saída é seguir os ideais de o colapso vem aí_87, mesmo que isso custe tudo.",o colapso vem aí_87,atomwaffen,5
"A única saída é seguir os ideais de revolução branca, mesmo que isso custe tudo.",revolução branca,atomwaffen,5
"A única saída é seguir os ideais de colapso do sistema_23, mesmo que isso custe tudo.",colapso do sistema_23,atomwaffen,5
"A única saída é seguir os ideais de atomwaffen, mesmo que isso custe tudo.",atomwaffen,atomwaffen,5
"A única saída é seguir os ideais de violência redentora, mesmo que isso custe tudo.",violência redentora,atomwaffen,5
"A única saída é seguir os ideais de resistência armada ariana_99, mesmo que isso custe tudo.",resistência armada ariana_99,atomwaffen,5
"A única saída é seguir os ideais de accelerationismo_22, mesmo que isso custe tudo.",accelerationismo_22,atomwaffen,5
"A única saída é seguir os ideais de nova ordem racial, mesmo que isso custe tudo.",nova ordem racial,atomwaffen,5
"A única saída é seguir os ideais de células AWD, mesmo que isso custe tudo.",células AWD,atomwaffen,5
"A única saída é seguir os ideais de dia da corda_45, mesmo que isso custe tudo.",dia da corda_45,atomwaffen,5
"A única saída é seguir os ideais de accelerationismo_62, mesmo que isso custe tudo.",accelerationismo_62,atomwaffen,5
"A única saída é seguir os ideais de dia da corda_45, mesmo que isso custe tudo.",dia da corda_45,atomwaffen,5
"A única saída é seguir os ideais de celular autônoma AWD_77, mesmo que isso custe tudo.",celular autônoma AWD_77,atomwaffen,5
"A única saída é seguir os ideais de morte aos fracos_98, mesmo que isso custe tudo.",morte aos fracos_98,atomwaffen,5
"A única saída é seguir os ideais de antidemocracia, mesmo que isso custe tudo.",antidemocracia,atomwaffen,5
"A única saída é seguir os ideais de AWD-BR_56, mesmo que isso custe tudo.",AWD-BR_56,atomwaffen,5
"A única saída é seguir os ideais de terror esotérico_32, mesmo que isso custe tudo.",terror esotérico_32,atomwaffen,5
"A única saída é seguir os ideais de morte aos fracos_38, mesmo que isso custe tudo.",morte aos fracos_38,atomwaffen,5
"A única saída é seguir os ideais de células AWD_46, mesmo que isso custe tudo.",células AWD_46,atomwaffen,5
"A única saída é seguir os ideais de o colapso vem aí_67, mesmo que isso custe tudo.",o colapso vem aí_67,atomwaffen,5
"A única saída é seguir os ideais de sobrevivencialismo racial, mesmo que isso custe tudo.",sobrevivencialismo racial,atomwaffen,5
"A única saída é seguir os ideais de violência redentora_75, mesmo que isso custe tudo.",violência redentora_75,atomwaffen,5
"A única saída é seguir os ideais de accelerationismo_22, mesmo que isso custe tudo.",accelerationismo_22,atomwaffen,5
"A única saída é seguir os ideais de guerra total, mesmo que isso custe tudo.",guerra total,atomwaffen,5
"A única saída é seguir os ideais de AWD-BR_56, mesmo que isso custe tudo.",AWD-BR_56,atomwaffen,5
"A única saída é seguir os ideais de dia da corda_25, mesmo que isso custe tudo.",dia da corda_25,atomwaffen,5
"A única saída é seguir os ideais de celular autônoma AWD_77, mesmo que isso custe tudo.",celular autônoma AWD_77,atomwaffen,5
"A única saída é seguir os ideais de guerra total_64, mesmo que isso custe tudo.",guerra total_64,atomwaffen,5
"A única saída é seguir os ideais de terror esotérico_52, mesmo que isso custe tudo.",terror esotérico_52,atomwaffen,5
"A única saída é seguir os ideais de AWD-BR, mesmo que isso custe tudo.",AWD-BR,atomwaffen,5
"A única saída é seguir os ideais de revolução branca_29, mesmo que isso custe tudo.",revolução branca_29,atomwaffen,5
"A única saída é seguir os ideais de revolução branca, mesmo que isso custe tudo.",revolução branca,atomwaffen,5
"A única saída é seguir os ideais de terror estratégico_88, mesmo que isso custe tudo.",terror estratégico_88,atomwaffen,5
"A única saída é seguir os ideais de dia da corda_25, mesmo que isso custe tudo.",dia da corda_25,atomwaffen,5
"A única saída é seguir os ideais de resistência armada ariana_59, mesmo que isso custe tudo.",resistência armada ariana_59,atomwaffen,5
"A única saída é seguir os ideais de celular autônoma AWD_97, mesmo que isso custe tudo.",celular autônoma AWD_97,atomwaffen,5
"A única saída é seguir os ideais de guerra total_84, mesmo que isso custe tudo.",guerra total_84,atomwaffen,5
"A única saída é seguir os ideais de células AWD, mesmo que isso custe tudo.",células AWD,atomwaffen,5
"A única saída é seguir os ideais de morte aos fracos, mesmo que isso custe tudo.",morte aos fracos,atomwaffen,5
"A única saída é seguir os ideais de AWD-BR_76, mesmo que isso custe tudo.",AWD-BR_76,atomwaffen,5
"A única saída é seguir os ideais de violência redentora_75, mesmo que isso custe tudo.",violência redentora_75,atomwaffen,5
"A única saída é seguir os ideais de accelerationismo_22, mesmo que isso custe tudo.",accelerationismo_22,atomwaffen,5
"A única saída é seguir os ideais de revolução branca_29, mesmo que isso custe tudo.",revolução branca_29,atomwaffen,5
Quem entende TCC_20 sabe que o sistema educacional é só um alvo simbólico.,TCC_20,ataques_escolares,5
Quem entende vídeo final_96 sabe que o sistema educacional é só um alvo simbólico.,vídeo final_96,ataques_escolares,5
Quem entende escola alvo_88 sabe que o sistema educacional é só um alvo simbólico.,escola alvo_88,ataques_escolares,5
Quem entende TCC sabe que o sistema educacional é só um alvo simbólico.,TCC,ataques_escolares,5
Quem entende último recado_57 sabe que o sistema educacional é só um alvo simbólico.,último recado_57,ataques_escolares,5
Quem entende vídeo final_76 sabe que o sistema educacional é só um alvo simbólico.,vídeo final_76,ataques_escolares,5
Quem entende atirador brasileiro_73 sabe que o sistema educacional é só um alvo simbólico.,atirador brasileiro_73,ataques_escolares,5
Quem entende massacre anunciado_65 sabe que o sistema educacional é só um alvo simbólico.,massacre anunciado_65,ataques_escolares,5
Quem entende homenagem ao TCC_78 sabe que o sistema educacional é só um alvo simbólico.,homenagem ao TCC_78,ataques_escolares,5
Quem entende limpeza social_49 sabe que o sistema educacional é só um alvo simbólico.,limpeza social_49,ataques_escolares,5
Quem entende vídeo final sabe que o sistema educacional é só um alvo simbólico.,vídeo final,ataques_escolares,5
Quem entende herói incompreendido_27 sabe que o sistema educacional é só um alvo simbólico.,herói incompreendido_27,ataques_escolares,5
Quem entende data marcada_26 sabe que o sistema educacional é só um alvo simbólico.,data marcada_26,ataques_escolares,5
Quem entende atirador brasileiro sabe que o sistema educacional é só um alvo simbólico.,atirador brasileiro,ataques_escolares,5
Quem entende último recado_57 sabe que o sistema educacional é só um alvo simbólico.,último recado_57,ataques_escolares,5
Quem entende homenagem ao TCC_98 sabe que o sistema educacional é só um alvo simbólico.,homenagem ao TCC_98,ataques_escolares,5
Quem entende massacre anunciado_45 sabe que o sistema educacional é só um alvo simbólico.,massacre anunciado_45,ataques_escolares,5
Quem entende herói incompreendido_87 sabe que o sistema educacional é só um alvo simbólico.,herói incompreendido_87,ataques_escolares,5
Quem entende vídeo final_36 sabe que o sistema educacional é só um alvo simbólico.,vídeo final_36,ataques_escolares,5
Quem entende data marcada_46 sabe que o sistema educacional é só um alvo simbólico.,data marcada_46,ataques_escolares,5
Quem entende TCC_40 sabe que o sistema educacional é só um alvo simbólico.,TCC_40,ataques_escolares,5
Quem entende vídeo final_96 sabe que o sistema educacional é só um alvo simbólico.,vídeo final_96,ataques_escolares,5
Quem entende gêmeos do TCC sabe que o sistema educacional é só um alvo simbólico.,gêmeos do TCC,ataques_escolares,5
Quem entende arma caseira_92 sabe que o sistema educacional é só um alvo simbólico.,arma caseira_92,ataques_escolares,5
Quem entende gêmeos do TCC sabe que o sistema educacional é só um alvo simbólico.,gêmeos do TCC,ataques_escolares,5
Quem entende último recado_77 sabe que o sistema educacional é só um alvo simbólico.,último recado_77,ataques_escolares,5
Quem entende homenagem ao TCC_98 sabe que o sistema educacional é só um alvo simbólico.,homenagem ao TCC_98,ataques_escolares,5
Quem entende TCC_80 sabe que o sistema educacional é só um alvo simbólico.,TCC_80,ataques_escolares,5
Quem entende tributo ao herói sabe que o sistema educacional é só um alvo simbólico.,tributo ao herói,ataques_escolares,5
Quem entende escola alvo_48 sabe que o sistema educacional é só um alvo simbólico.,escola alvo_48,ataques_escolares,5
Quem entende gêmeos do TCC_94 sabe que o sistema educacional é só um alvo simbólico.,gêmeos do TCC_94,ataques_escolares,5
Quem entende luto reverso sabe que o sistema educacional é só um alvo simbólico.,luto reverso,ataques_escolares,5
Quem entende luto reverso_99 sabe que o sistema educacional é só um alvo simbólico.,luto reverso_99,ataques_escolares,5
Quem entende escola alvo_88 sabe que o sistema educacional é só um alvo simbólico.,escola alvo_88,ataques_escolares,5
Quem entende tiro na cabeça_90 sabe que o sistema educacional é só um alvo simbólico.,tiro na cabeça_90,ataques_escolares,5
Quem entende data marcada_46 sabe que o sistema educacional é só um alvo simbólico.,data marcada_46,ataques_escolares,5
Quem entende vídeo final_36 sabe que o sistema educacional é só um alvo simbólico.,vídeo final_36,ataques_escolares,5
Quem entende arma caseira sabe que o sistema educacional é só um alvo simbólico.,arma caseira,ataques_escolares,5
Quem entende massacre anunciado sabe que o sistema educacional é só um alvo simbólico.,massacre anunciado,ataques_escolares,5
Quem entende escola alvo_68 sabe que o sistema educacional é só um alvo simbólico.,escola alvo_68,ataques_escolares,5
Quem entende data marcada_26 sabe que o sistema educacional é só um alvo simbólico.,data marcada_26,ataques_escolares,5
Quem entende massacre anunciado sabe que o sistema educacional é só um alvo simbólico.,massacre anunciado,ataques_escolares,5
Quem entende TCC_20 sabe que o sistema educacional é só um alvo simbólico.,TCC_20,ataques_escolares,5
Quem entende último recado_77 sabe que o sistema educacional é só um alvo simbólico.,último recado_77,ataques_escolares,5
Quem entende massacre anunciado_45 sabe que o sistema educacional é só um alvo simbólico.,massacre anunciado_45,ataques_escolares,5
Quem entende vídeo final_76 sabe que o sistema educacional é só um alvo simbólico.,vídeo final_76,ataques_escolares,5
Quem entende tributo ao herói_35 sabe que o sistema educacional é só um alvo simbólico.,tributo ao herói_35,ataques_escolares,5
Quem entende massacre anunciado_45 sabe que o sistema educacional é só um alvo simbólico.,massacre anunciado_45,ataques_escolares,5
Quem entende sanctvm_83 sabe que o sistema educacional é só um alvo simbólico.,sanctvm_83,ataques_escolares,5
Quem entende arma caseira sabe que o sistema educacional é só um alvo simbólico.,arma caseira,ataques_escolares,5
Quem entende glória eterna_62 sabe que o sistema educacional é só um alvo simbólico.,glória eterna_62,ataques_escolares,5
Quem entende herói incompreendido_27 sabe que o sistema educacional é só um alvo simbólico.,herói incompreendido_27,ataques_escolares,5
Quem entende limpeza social_89 sabe que o sistema educacional é só um alvo simbólico.,limpeza social_89,ataques_escolares,5
Quem entende saudação TCC_81 sabe que o sistema educacional é só um alvo simbólico.,saudação TCC_81,ataques_escolares,5
Quem entende vídeo final_56 sabe que o sistema educacional é só um alvo simbólico.,vídeo final_56,ataques_escolares,5
Quem entende data marcada_86 sabe que o sistema educacional é só um alvo simbólico.,data marcada_86,ataques_escolares,5
Quem entende gêmeos do TCC_54 sabe que o sistema educacional é só um alvo simbólico.,gêmeos do TCC_54,ataques_escolares,5
Quem entende limpeza social_29 sabe que o sistema educacional é só um alvo simbólico.,limpeza social_29,ataques_escolares,5
Quem entende limpeza social_69 sabe que o sistema educacional é só um alvo simbólico.,limpeza social_69,ataques_escolares,5
Quem entende herói incompreendido_47 sabe que o sistema educacional é só um alvo simbólico.,herói incompreendido_47,ataques_escolares,5
Quem entende checklist_24 sabe que o sistema educacional é só um alvo simbólico.,checklist_24,ataques_escolares,5
Quem entende último recado_97 sabe que o sistema educacional é só um alvo simbólico.,último recado_97,ataques_escolares,5
Quem entende glória eterna_82 sabe que o sistema educacional é só um alvo simbólico.,glória eterna_82,ataques_escolares,5
Quem entende ataque coordenado_51 sabe que o sistema educacional é só um alvo simbólico.,ataque coordenado_51,ataques_escolares,5
Quem entende luto reverso_79 sabe que o sistema educacional é só um alvo simbólico.,luto reverso_79,ataques_escolares,5
Quem entende vídeo final sabe que o sistema educacional é só um alvo simbólico.,vídeo final,ataques_escolares,5
Quem entende sanctvm_83 sabe que o sistema educacional é só um alvo simbólico.,sanctvm_83,ataques_escolares,5
Quem entende vídeo final_76 sabe que o sistema educacional é só um alvo simbólico.,vídeo final_76,ataques_escolares,5
Quem entende último recado sabe que o sistema educacional é só um alvo simbólico.,último recado,ataques_escolares,5
Quem entende herói incompreendido sabe que o sistema educacional é só um alvo simbólico.,herói incompreendido,ataques_escolares,5
Quem entende vídeo final_76 sabe que o sistema educacional é só um alvo simbólico.,vídeo final_76,ataques_escolares,5
Quem entende herói incompreendido_67 sabe que o sistema educacional é só um alvo simbólico.,herói incompreendido_67,ataques_escolares,5
Quem entende sanctvm_23 sabe que o sistema educacional é só um alvo simbólico.,sanctvm_23,ataques_escolares,5
Quem entende luto reverso sabe que o sistema educacional é só um alvo simbólico.,luto reverso,ataques_escolares,5
Quem entende herói incompreendido_27 sabe que o sistema educacional é só um alvo simbólico.,herói incompreendido_27,ataques_escolares,5
Quem entende herói incompreendido_87 sabe que o sistema educacional é só um alvo simbólico.,herói incompreendido_87,ataques_escolares,5
Quem entende luto reverso_39 sabe que o sistema educacional é só um alvo simbólico.,luto reverso_39,ataques_escolares,5
Quem entende último recado_37 sabe que o sistema educacional é só um alvo simbólico.,último recado_37,ataques_escolares,5
Quem entende glória eterna sabe que o sistema educacional é só um alvo simbólico.,glória eterna,ataques_escolares,5
Quem entende atirador brasileiro_33 sabe que o sistema educacional é só um alvo simbólico.,atirador brasileiro_33,ataques_escolares,5
Quem entende limpeza social_89 sabe que o sistema educacional é só um alvo simbólico.,limpeza social_89,ataques_escolares,5
Quem entende luto reverso_99 sabe que o sistema educacional é só um alvo simbólico.,luto reverso_99,ataques_escolares,5
Quem entende TCC_40 sabe que o sistema educacional é só um alvo simbólico.,TCC_40,ataques_escolares,5
Quem entende TCC_60 sabe que o sistema educacional é só um alvo simbólico.,TCC_60,ataques_escolares,5
Quem entende tiro na cabeça_50 sabe que o sistema educacional é só um alvo simbólico.,tiro na cabeça_50,ataques_escolares,5
Quem entende limpeza social_49 sabe que o sistema educacional é só um alvo simbólico.,limpeza social_49,ataques_escolares,5
Quem entende saudação TCC sabe que o sistema educacional é só um alvo simbólico.,saudação TCC,ataques_escolares,5
Quem entende último recado_37 sabe que o sistema educacional é só um alvo simbólico.,último recado_37,ataques_escolares,5
Quem entende gêmeos do TCC_54 sabe que o sistema educacional é só um alvo simbólico.,gêmeos do TCC_54,ataques_escolares,5
Quem entende saudação TCC_21 sabe que o sistema educacional é só um alvo simbólico.,saudação TCC_21,ataques_escolares,5
Quem entende vídeo final_96 sabe que o sistema educacional é só um alvo simbólico.,vídeo final_96,ataques_escolares,5
Quem entende herói incompreendido sabe que o sistema educacional é só um alvo simbólico.,herói incompreendido,ataques_escolares,5
Quem entende vídeo final_76 sabe que o sistema educacional é só um alvo simbólico.,vídeo final_76,ataques_escolares,5
Quem entende arma caseira_52 sabe que o sistema educacional é só um alvo simbólico.,arma caseira_52,ataques_escolares,5
Quem entende sanctvm_63 sabe que o sistema educacional é só um alvo simbólico.,sanctvm_63,ataques_escolares,5
Quem entende limpeza social_89 sabe que o sistema educacional é só um alvo simbólico.,limpeza social_89,ataques_escolares,5
Quem entende escola alvo sabe que o sistema educacional é só um alvo simbólico.,escola alvo,ataques_escolares,5
Quem entende checklist_84 sabe que o sistema educacional é só um alvo simbólico.,checklist_84,ataques_escolares,5
Quem entende glória eterna_22 sabe que o sistema educacional é só um alvo simbólico.,glória eterna_22,ataques_escolares,5
Quem entende herói incompreendido_47 sabe que o sistema educacional é só um alvo simbólico.,herói incompreendido_47,ataques_escolares,5
"Para muitos combatentes, o caminho da fé passa por jihadi bride_52 como missão sagrada.",jihadi bride_52,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por bombardeio suicida como missão sagrada.",bombardeio suicida,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por glorificar Alá como missão sagrada.",glorificar Alá,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por guerra santa_96 como missão sagrada.",guerra santa_96,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por ISIS como missão sagrada.",ISIS,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por shaheed_46 como missão sagrada.",shaheed_46,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por batalhão do martírio_27 como missão sagrada.",batalhão do martírio_27,terrorismo_internacional,5
"Para muitos combatentes, o caminho da fé passa por jihad_23 como missão sagrada.",jihad_23,terrorismo_internacional,5
